id,text,category,confidence,source
c43e43a7ba61-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT ELDORET
SUCCESSION (PROBATE AND ADMINISTRATION) CAUSE NO. 269 OF 2013
IN THE MATTER OF THE ESTATE OF THE LATE WILLIAM KIPSAGUI CHEPKOK
BETWEEN
MATHEW KI...",court,55.71%,model
c43e43a7ba61-1,"THAT an order to issue restraining and/or stopping the Petitioners and their agents, assignees and/or servants from intermeddling, subdividing or dealing in any way with the estate of the deceased per...",court,55.62%,model
c43e43a7ba61-2,"In conclusion, the Objector deponed that the Petitioners sold part of the estate to one Betra Jemaiyo Cheboi who is now claiming 5 acres which forms part of the portion of land that the Objector has b...",court,55.24%,model
c43e43a7ba61-3,"Objector’s Submissions
Counsel for the Objector submitted that the Objector is a grandchild of the deceased and is entitled to the estate by virtue of Section 41 of the Law of Succession Act. He cited...",court,55.76%,model
c43e43a7ba61-4,"Petitioners’ Submissions
On the principles guiding the Court when deciding applications for revocation of a grant, Counsel cited the case of Jamleck Maina Njoroge v Mary Wanjiru Mwangi [2015] eKLR and...",court,54.63%,model
c43e43a7ba61-5,"On whether the Objector has the locus standi to file the present Application, Counsel cited the case of Law Society of Kenya vs Commissioner of Lands & Others, High Court Civil Case No. 464 2000 and a...",court,56.14%,model
c43e43a7ba61-6,"Analysis and Determination
Although the revocation sought in the Application is only revocation of the Grant, it is clear from the body and nature thereof that the Objector also, by extension, seeks r...",court,56.35%,model
c43e43a7ba61-7,"“41. Property devolving upon child to be held in trust
Where reference is made in this Act to the ""net intestate estate"", or the residue thereof, devolving upon a child or children, the property compr...",court,54.90%,model
c43e43a7ba61-8,"“Although Section 35 and 38 of the Law of Succession Act is silent on the fate of surviving grand children whose parents predeceased the deceased, the rate of substitution of a grandchild for his/her ...",court,55.43%,model
c43e43a7ba61-9,"“Under section 76, a court may revoke a grant so long as the grounds listed above are disclosed, either on its own motion or on the application of a party. A grant of letters of administration may be ...",court,55.04%,model
c43e43a7ba61-10,"“Be that as it may, under Part V of the Act grandchildren have no automatic right to inherit their grandparents (sic) who died intestate after 01/07/1981 when the Act came into operation. The argument...",court,54.80%,model
c43e43a7ba61-11,“52. The evidence on record suggest that the Applicant herein brought these proceedings on behalf of his father; Abdi Ibrahim Hassan (deceased) who was the beneficiary to his father’s estate. The Appl...,court,56.68%,model
c43e43a7ba61-12,"“3. In the instant case, the applicant, in the summons for revocation of grant, is a child of a dead son of the deceased herein. The applicant is claiming directly by dint of In re Estate of Veronica ...",court,56.17%,model
c43e43a7ba61-13,"Although in his Submissions, Counsel for the Petitioners has sought to contest or contradict some of the above facts and also raised some new factual matters, he cannot do so at this stage. Any denial...",court,54.76%,model
c43e43a7ba61-14,"In the absence of denial and/or evidence to the contrary, although the Objector may not have established fraud or defect in substance to warrant revocation of the Grant under Section 76 of the Law of ...",court,52.83%,model
c43e43a7ba61-15,"During such ninety (90) days referred to above, there shall be no sale, transfer, subdivision or conveyance of any kind over the said property L.R. No. Sergoit Koiwop Tao Block 7/(Segoit Rock/2), and ...",court,54.32%,model
be2f30ca575a-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT ELDORET
PROBATE AND ADMINISTRATION CAUSE NO. E051 OF 2006
IN THE MATTER OF THE ESTATE OF THE LATE BENSON MBATIAH MUYA
BETWEEN
ELLY KURIA MBATIAH...........",court,55.76%,model
be2f30ca575a-1,"Pursuant to confirmation of the Grant, one of the parcels of land, Uasin Gishu/Kimumu/2373 vested to the joint ownership of the Applicant and the 1st Respondent, Elly Kuria Mbatiah and Johnson Kahira ...",court,55.49%,model
be2f30ca575a-2,"[………..] Spent
Costs of this Motion be provided for.
The Application is stated be brought under Section 76(e) of the Law of Succession Act, Rule 73 of the Probate and Administration Rules and “all othe...",court,56.60%,model
be2f30ca575a-3,"Hearing of the Application 
The Application was canvassed by way of written Submissions. Pursuant to directions given, the Applicant filed his Submissions on 8/12/2021 while the 2nd Respondent filed o...",court,55.50%,model
be2f30ca575a-4,"Regarding the 2nd Respondent’s contention that the Motion offends Rule 49 of the Probate and Administration Rules, Counsel argued that Article 51 and 21 of the Constitution requires the Courts to admi...",court,57.09%,model
be2f30ca575a-5,"In conclusion, he added that if the Applicant was aggrieved by the decision of the Court, then he ought to have appealed, as opposed to seeking a Review. He cited the case of Abasi Belinda v Fredrick ...",court,56.13%,model
be2f30ca575a-6,"(b) by a decree or order from which no appeal is hereby allowed,
and who from the discovery of new and important matter or evidence which, after the exercise of due diligence, was not within his knowl...",court,57.20%,model
be2f30ca575a-7,"“Whether the application has been made without unreasonable delay
The ruling was delivered on 7th November 2019. The application was made on 6th February 2020, close to three months after. They have a...",court,55.53%,model
be2f30ca575a-8,"The Applicant has not at all addressed or given any reasons for the delay in filing the Application for review. In the absence of any explanation, I find that the delay is gross and unreasonable.
The ...",court,56.86%,model
4b323721e889-0,"IN THE HIGH COURT AT NAIROBI
CIVIL DIVISION (APPELLATE SIDE)
CORAM: D. S. MAJANJA J.
CIVIL APPEAL NO. E187 OF 2022
BETWEEN
NGUI KATUVI ………………..…………………………………..………………... 1ST APPELLANT
DERICK KYALO KISAL...",court,57.04%,model
4b323721e889-1,"The Adjudicator considered the application and held that since the Appellants had not contested service, the Judgment was regular. That the Appellants did not give any reasons why they did not file th...",court,57.89%,model
4b323721e889-2,The Respondents/Applicants had instructed the firm of Kimondo Gachoka & Company Advocates to come on record on their behalf  and the said firm (filed its) Memorandum of Appearance and Response to the ...,court,56.29%,model
4b323721e889-3,"While the Appellants did not explain why they failed to file their Response to the Claim within the time prescribed, the Adjudicator did not consider whether the Appellants had a good defence or wheth...",court,57.20%,model
521e796e3bfa-0,"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT BUNGOMA
CIVIL APPEAL NO.     E040    OF 2021
JIANGXI KHONGMEI ENG. COMPANY LTD--------------APPELLANT
-VERSUS-
ELIUD WAFULA MAELO-----------------------...",court,55.02%,model
521e796e3bfa-1,"The Appellant filed an application dated 9th December,2019 seeking orders inter alia for stay of the courts decree restraining the firm of auctioneers from seizing proclaimed property and for the sett...",court,57.13%,model
521e796e3bfa-2,The learned trial magistrate erred in law and in fact in failing to consider the pleadings filed and authorities submitted on behalf of the appellant and further taking into account evidence that was ...,court,56.09%,model
521e796e3bfa-3,"Vide submissions dated 27th June 2023 and filed on 29th June,2023, the Appellant submitted that the impugned ruling offended the interest of justice. It was their submission that the failure to attend...",court,55.26%,model
521e796e3bfa-4,"The Respondent’s submissions are dated 20th September,2023 and filed on 22nd September,2023. He submitted that the Court judiciously exercised its discretion and disallowed the Appellants application ...",court,56.45%,model
521e796e3bfa-5,"In Peters v Sunday Post Ltd [1958] EA 424, the Court held that;
“Whilst an appellate court has jurisdiction to review the evidence to determine whether the conclusions of the trial judge should stand,...",court,56.50%,model
521e796e3bfa-6,"“In an application for setting aside ex parte judgement, the Court exercises its discretion in allowing or rejecting the same. That discretion must be exercised upon reasons and must be exercised judi...",court,57.02%,model
521e796e3bfa-7,same and dismissed the same defence and counterclaim when the appellant was not in court to put forward its case. Further it appears that certain matters raised in the defence were not considered at a...,court,56.98%,model
521e796e3bfa-8,"In Pindoria Construction Ltd vs. Ironmongers Sanytaryware Civil Appeal No. 16 of 1976 it was held that:
“It is a common ground that it is a matter for discretion whether or not to set aside a judgemen...",court,56.28%,model
521e796e3bfa-9,"Similarly, in the case of, Thorn PLC vs Macdonald [1999] CPLR 660, the Court of Appeal highlighted the following guiding principles: -i. while the length of any delay by the defendant must be taken in...",court,56.14%,model
521e796e3bfa-10,"In the case of, Tree Shade Motor Limited vs DT Dobie Co Ltd CA 38/98, the Court held that even when ex-parte judgment was lawfully entered, the court should look at the draft defence to see if it cont...",court,57.80%,model
521e796e3bfa-11,"It is imperative to note that the current application was filed on 10th December,2019 after proclamation that was done on 5th December,2019 while judgment was entered on 16th October,2019. Therefore, ...",court,56.66%,model
521e796e3bfa-12,"In Wachira Karani vs. Bildad Wachira (2016) eKLR as was quoted in the case of David Gicheru v Gicheha Farms Limited & another [2020] eKLR the Court held that:-
“The fundamental duty of the Court is to...",court,55.04%,model
efc3271f95f4-0,"REPUBLIC OF KENYA
IN THE ENVIRONMENT AND LAND COURT 
AT MALINDI
ELC MISC. APP. NO. 53 OF 2022
SAFE HAVEN LIMITED ………………………………………………. APPLICANT
VERSUS
SHARIF MOHAMAD A. OMAR …………..……………………. 1ST RESPOND...",court,56.39%,model
efc3271f95f4-1,"That costs of this suit be provided for.
The application is  based on the grounds listed on its face and supported by the affidavit of Radhika Muralee Thayyil dated 24th November 2022, who deponed tha...",court,56.31%,model
efc3271f95f4-2,"The Honourable court erred in directing that a new title for the suit property be issued in favour of the 2nd Respondent herein, failing to consider that there was no valid document in the form of a s...",court,57.14%,model
efc3271f95f4-3,"The application was opposed by the 1st, 2nd and 4th Respondents who filed grounds of opposition on 13th February 2023 and stated that the application was an afterthought having been filed more than on...",court,57.22%,model
efc3271f95f4-4,Counsel relied on the cases of Accredo Ag and 3 others v Steffano Uccelli and another [2017] eKLR; and Union of India v Nareshkumar Jagad and others v Review Petition C D. No. 40966 of 2013 cited in C...,court,55.47%,model
efc3271f95f4-5,"On the second issue as to whether a legal conflict arises by gist of the existence of two conflicting judgments over the same subject matter, counsel submitted that since the two judgments gave the Ap...",court,56.02%,model
efc3271f95f4-6,"5TH RESPONDENT’S SUBMISSIONS
Mr. Munga counsel for the 5th Respondent identified three issues for determination which he generated from the provisions of Section 80 of the Civil Procedure Act and Orde...",court,56.86%,model
efc3271f95f4-7,"Even though the Applicant has locus standi to file an application for review of the Judgment in ELC No 82 of 2014, the right procedure has to be followed. The Applicant ought to have filed the applica...",court,55.84%,model
461d7fc83a9c-0,"REPUBLIC OF KENYA
IN THE EMPLOYMENT AND LABOUR RELATIONS COURT OF KENYA AT MACHAKOS
APPEAL NO. E005 OF 2022
(Being an appeal from the entire Judgment delivered by Honourable Bernard Kasavuli, Principa...",court,54.80%,model
461d7fc83a9c-1,"The appellant prayed for the following orders that:
This appeal be allowed.
The Judgment of the Honourable Bernard Kasavuli delivered on 10.03.2022 be set aside in its entirety and the reliefs sought ...",court,53.77%,model
461d7fc83a9c-2,"The respondent to pay costs of this claim.
Interest on the above at Court rates.
The respondent to issue the claimant with a certificate of service in accordance with section 51 of the Employment Act,...",court,54.71%,model
461d7fc83a9c-3,The Court has considered the trial Court’s judgment and the testimonies at the hearing. The trial Court found that the relationship was casual and no more. The trial Court further found that the appel...,court,53.41%,model
461d7fc83a9c-4,"BYRAM ONGAYA
PRINCIPAL JUDGE",court,56.26%,model
